,0
0,0.325
1,0.40249999999999997
2,0.31
3,0.31999999999999995
4,0.31
5,0.40249999999999997
6,0.345
7,0.34750000000000003
8,0.40249999999999997
9,0.345
10,0.34750000000000003
11,0.34750000000000003
